Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Peru,PER,1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,368409515.73983
Peru,PER,1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,187612652.725574
Peru,PER,1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,375322426.747124
Peru,PER,1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,444736381.112469
Peru,PER,1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,372011774.688544
Peru,PER,1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,391669230.525996
Peru,PER,1993,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,420964382.770381
Peru,PER,1992,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,397657027.373289
Peru,PER,1991,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,360468888.362815
Peru,PER,1990,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,724752507.763779
Peru,PER,1989,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,517032099.322619
Peru,PER,1988,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,375917977.036899
Peru,PER,1987,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,595929646.246668
Peru,PER,1986,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,401553130.239762
Peru,PER,1985,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,970264317.614563
Peru,PER,1984,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,944402689.487337
Peru,PER,1983,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,874667121.567498
Peru,PER,1982,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,791666803.682317
Peru,PER,1981,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1295326768.37027
Peru,PER,1980,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1563297506.93807
Peru,PER,1979,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1234177302.27929
Peru,PER,1978,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,367012566.116982
Peru,PER,1977,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,179416364.181443
Peru,PER,1976,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,164035376.258872
Peru,PER,1975,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,140581236.565428
Peru,PER,1974,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,162846567.189428
Peru,PER,1973,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,28480525.4917231
Peru,PER,1972,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,15455986.9452594
Peru,PER,1971,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,12737554.1810467
Peru,PER,1970,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,11026013.360181
Peru,PER,2020,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.182448064084746
Peru,PER,2019,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.261610492466454
Peru,PER,2018,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.299636761313082
Peru,PER,2017,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.231942835802687
Peru,PER,2016,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.143188549478995
Peru,PER,2015,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.265830225926547
Peru,PER,2014,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.674797900823345
Peru,PER,2013,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.729265537585584
Peru,PER,2012,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.815408759427851
Peru,PER,2011,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.987514478033097
Peru,PER,2010,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.724201236383146
Peru,PER,2009,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.569968294616442
Peru,PER,2008,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.25411670518532
Peru,PER,2007,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.794551580917032
Peru,PER,2006,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.889064692299518
Peru,PER,2005,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.811108085519382
Peru,PER,2004,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.97519341378881
Peru,PER,2003,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.880372808083124
Peru,PER,2002,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.849411683162382
Peru,PER,2001,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.842923184367219
Peru,PER,2000,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.18087090201612
Peru,PER,1999,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.747003063182598
Peru,PER,1998,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.343824084663964
Peru,PER,1997,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.663063954050874
Peru,PER,1996,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.829451367863099
Peru,PER,1995,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.728253949083531
Peru,PER,1994,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.907673870095155
Peru,PER,1993,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.25087118699552
Peru,PER,1992,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.13950954814915
Peru,PER,1991,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.0770533425808
Peru,PER,1990,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.92243553068459
Peru,PER,1989,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.47177209671453
Peru,PER,1988,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.68637324244933
Peru,PER,1987,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,3.05826704104506
Peru,PER,1986,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.82512484989666
Peru,PER,1985,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,6.19899386972287
Peru,PER,1984,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,5.72226663971682
Peru,PER,1983,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,5.3673943265686
Peru,PER,1982,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,3.79472222128721
Peru,PER,1981,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,6.24786438196565
Peru,PER,1980,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,9.03100427130823
Peru,PER,1979,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,8.18945084191688
Peru,PER,1978,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,3.06428411902962
Peru,PER,1977,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.25752664693576
Peru,PER,1976,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.07609595895728
Peru,PER,1975,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.862719726332798
Peru,PER,1974,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.21556572043467
Peru,PER,1973,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.268814793688956
Peru,PER,1972,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.17403474616843
Peru,PER,1971,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.158948152219988
Peru,PER,1970,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.154121154952995
Peru,PER,2020,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.17818809383959
Peru,PER,2019,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.3772391641384
Peru,PER,2018,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.86749109315933
Peru,PER,2017,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.63013091868817
Peru,PER,2016,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.94507549134835
Peru,PER,2015,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.31100432990012
Peru,PER,2014,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.11939260043686
Peru,PER,2013,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.57006041683305
Peru,PER,2012,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,6.29635894313417
Peru,PER,2011,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.63102326103811
Peru,PER,2010,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,6.72677550705116
Peru,PER,2009,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.82138304783923
Peru,PER,2008,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,8.09575654367813
Peru,PER,2007,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,9.57751921118629
Peru,PER,2006,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,9.88281498603553
Peru,PER,2005,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.53781059478546
Peru,PER,2004,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.70414672894682
Peru,PER,2003,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.27445505205709
Peru,PER,2002,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.63064454105047
Peru,PER,2001,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.43895604751516
Peru,PER,2000,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.46537881721658
Peru,PER,1999,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.75356823710941
Peru,PER,1998,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.00806631347254
Peru,PER,1997,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.95456857489994
Peru,PER,1996,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.25910674318651
Peru,PER,1995,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.641208841384
Peru,PER,1994,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.6000002279499
Peru,PER,1993,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.95969053210819
Peru,PER,1992,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.25675733981304
Peru,PER,1991,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.54775571885306
Peru,PER,1990,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,6.25266779383095
Peru,PER,1989,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,8.67188160742644
Peru,PER,1988,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,9.1064999338378
Peru,PER,1987,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.37818553724339
Peru,PER,1986,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.6961979810335
Peru,PER,1985,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,8.08016732746067
Peru,PER,1984,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.6541867101711
Peru,PER,1983,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.29252544702447
Peru,PER,1982,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,5.58692463296709
Peru,PER,1981,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.43218180297443
Peru,PER,1980,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,12.7704568534871
Peru,PER,1979,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,10.7396192348687
Peru,PER,1978,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.57273222902044
Peru,PER,1977,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.59216171356712
Peru,PER,1976,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.45292809892885
Peru,PER,1975,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.99343513008867
Peru,PER,1974,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,4.57689244381505
Peru,PER,1973,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,3.36904922466916
Peru,PER,1972,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.29301471266956
Peru,PER,1971,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.23684774338249
Peru,PER,1970,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.9180371111769
Peru,PER,2021,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,12.0963602788012
Peru,PER,2020,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.56025191286865
Peru,PER,2019,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.79031604115199
Peru,PER,2018,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,5.21656664025148
Peru,PER,2017,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,5.39664382886919
Peru,PER,2016,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.9330093820778
Peru,PER,2015,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.23811085118362
Peru,PER,2014,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.26013490615039
Peru,PER,2013,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,6.26699281690755
Peru,PER,2012,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,8.51955189006804
Peru,PER,2011,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,11.0671310820787
Peru,PER,2010,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,10.0296551530023
Peru,PER,2009,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,7.93313937963605
Peru,PER,2008,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,10.1907591712367
Peru,PER,2007,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,12.6076283382483
Peru,PER,2006,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,11.7308572426194
Peru,PER,2005,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,6.27793331682556
Peru,PER,2004,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.98151080514995
Peru,PER,2003,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.74229444008445
Peru,PER,2002,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.785423835993764
Peru,PER,2001,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.610589038496482
Peru,PER,2000,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.31664311353393
Peru,PER,1999,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.929461603972893
Peru,PER,1998,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.573187967385019
Peru,PER,1997,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.44484838761415
Peru,PER,1996,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.44864014144907
Peru,PER,1995,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.97514179250267
Peru,PER,1994,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.717499802064
Peru,PER,1993,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.599117108639097
Peru,PER,1992,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.30194041700513
Peru,PER,1991,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.93566171508258
Peru,PER,1990,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,5.80076236226393
Peru,PER,1989,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,11.8607788085804
Peru,PER,1988,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,12.2636638501283
Peru,PER,1987,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.99440898477938
Peru,PER,1986,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.04358910424867
Peru,PER,1985,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.35568193683492
Peru,PER,1984,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.05403096925748
Peru,PER,1983,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,2.97860073737828
Peru,PER,1982,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,2.19330877429386
Peru,PER,1981,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.24683997347595
Peru,PER,1980,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.70933467068829
Peru,PER,1979,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.15503660726783
Peru,PER,1978,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.52585126080142
Peru,PER,1977,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.61700322199612
Peru,PER,1976,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.64491799944426
Peru,PER,1975,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.30096933371837
Peru,PER,1974,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.81048514296586
Peru,PER,1973,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.5107669382337
Peru,PER,1972,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.84356241271768
Peru,PER,1971,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.95494653379678
Peru,PER,1970,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,3.32621837502462
Peru,PER,2021,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.258002993482149
Peru,PER,2020,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.178951972137191
Peru,PER,2019,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.325180505319842
Peru,PER,2018,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.297824249758661
Peru,PER,2017,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.134357001744173
Peru,PER,2016,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.119359528240305
Peru,PER,2015,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.252767387549924
Peru,PER,2014,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.482495638298715
Peru,PER,2013,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.504613783048346
Peru,PER,2012,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.468935749806255
Peru,PER,2011,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.47607012128038
Peru,PER,2010,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.157433236068114
Peru,PER,2009,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.130444390715236
Peru,PER,2008,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.125348633260744
Peru,PER,2007,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0969856042215098
Peru,PER,2006,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0620325376535218
Peru,PER,2005,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0455535327521676
Peru,PER,2004,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.014819540128034
Peru,PER,2003,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0101218305766864
Peru,PER,2002,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0120529488613556
Peru,PER,2001,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0136618526548523
Peru,PER,2000,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0128404214528288
Peru,PER,1999,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00879072668112017
Peru,PER,1998,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00547045713211852
Peru,PER,1997,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00397868325178119
Peru,PER,1996,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0170270415573997
Peru,PER,1995,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0163479111443391
Peru,PER,1994,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0235705341051369
Peru,PER,1993,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0343792790208076
Peru,PER,1992,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0141706816635769
Peru,PER,1991,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0170001791952997
Peru,PER,1990,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0282259554538611
Peru,PER,1989,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0560116823328013
Peru,PER,1988,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0717714917859841
Peru,PER,1987,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0650634926498974
Peru,PER,1986,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.12406302837034
Peru,PER,1985,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.130806971951338
Peru,PER,1984,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.123245675912431
Peru,PER,1983,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.112035743733411
Peru,PER,1982,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0164195247777956
Peru,PER,1981,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0833635366521819
Peru,PER,1980,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.133330907712036
Peru,PER,1979,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0479367194060331
Peru,PER,1978,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00743359099500796
Peru,PER,1977,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0022099065112185
Peru,PER,1976,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0224965714119768
Peru,PER,1975,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.017799056417098
Peru,PER,1974,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00948974124361463
Peru,PER,1973,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00132488275373685
Peru,PER,1972,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00132608852656927
Peru,PER,1971,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.00113835030821747
Peru,PER,1970,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.000642751536019782
Peru,PER,2021,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.249104440244954
Peru,PER,2020,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.104811146749273
Peru,PER,2019,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.262076250939903
Peru,PER,2018,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.309747444730138
Peru,PER,2017,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.183583190148902
Peru,PER,2016,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.125482139363681
Peru,PER,2015,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.235255947792189
Peru,PER,2014,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.701848750280175
Peru,PER,2013,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.697556616786882
Peru,PER,2012,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.846764293465381
Peru,PER,2011,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.03123460325427
Peru,PER,2010,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.792083877152532
Peru,PER,2009,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.697970782680752
Peru,PER,2008,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.51772504698259
Peru,PER,2007,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.30152657637918
Peru,PER,2006,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.43686129313732
Peru,PER,2005,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.34041583277284
Peru,PER,2004,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.06753835340617
Peru,PER,2003,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.07774091532319
Peru,PER,2002,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.02180114719449
Peru,PER,2001,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.05261095605344
Peru,PER,2000,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.47089124400805
Peru,PER,1999,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.885131390279513
Peru,PER,1998,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.50318964076563
